EMPLOYEE_ID	EMPLOYEE_NAME	ENTRY_DATE	DISMISSAL_DATE	POSITION	MANAGER_FLAG	MANAGER_ID	CONTACT_PHONE_NUMBER	CONTACT_EMAIL	STORE_ID
000100	000100 000000 1002	2004-08-03T17:39:00Z			-1				
000103	000103 000103 1002	2004-06-23T17:39:00Z			-1				
000104	000104 000104 1002	2004-08-17T17:39:00Z			-1				
000105	000105 000105 1002	2004-08-23T17:39:00Z			-1				
000106	000106 000106 1002	2004-08-30T17:39:00Z			-1				
000108	000108 000108 1002	2004-08-20T17:39:00Z			-1				
000109	000109 000109 1002	2004-08-31T17:39:00Z			-1				
000110	000110 000110 1002	2004-08-31T17:39:00Z			-1				
000112	000112 000000 1002	2004-09-03T17:39:00Z			-1				
000113	000113 000000 1002	2004-09-10T17:39:00Z			-1				
000114	000114 000000 1002	2004-09-10T17:39:00Z			-1				
000115	000115 000000 1006	2004-09-10T17:39:00Z			-1				
000116	000116 000000 1006	2004-09-10T17:39:00Z			-1				
000117	000117 000000 1002	2004-09-10T17:39:00Z			-1				
000118	000118 000000 1002	2004-09-10T17:39:00Z			-1				
000119	000119 000000 1006	2004-09-10T17:39:00Z			-1				
000120	000120 000000 1006	2004-09-10T17:39:00Z			-1				
000121	000121 000000 1002	2004-09-10T17:39:00Z			-1				
000122	000122 000000 1002	2004-09-10T17:39:00Z			-1				
000123	000123 000000 1002	2004-09-10T17:39:00Z			-1				
000124	000124 000000 1002	2004-09-10T17:39:00Z			-1				
000125	000125 000000 1002	2004-09-10T17:39:00Z			-1				
000126	000126 000000 1006	2004-09-10T17:39:00Z			-1				
000127	000127 000000 1006	2004-09-10T17:39:00Z			-1				
000128	000128 000000 1006	2004-09-10T17:39:00Z			-1				
000129	000129 000000 1006	2004-09-10T17:39:00Z			-1				
000130	000130 000000 1002	2004-09-10T17:39:00Z			-1				
000131	000131 000000 1005	2004-09-10T17:39:00Z			-1				
000132	000132 000000 1002	2004-09-10T17:39:00Z			-1				
000133	000133 000000 1002	2004-09-10T17:39:00Z			-1				
000134	000134 000000 1002	2004-09-10T17:39:00Z			-1				
000135	000135 000000 1002	2004-09-10T17:39:00Z			-1				
000136	000136 000000 1002	2004-09-10T17:39:00Z			-1				
000137	000137 000000 1002	2004-09-10T17:39:00Z			-1				
000138	000138 000000 1002	2004-09-10T17:39:00Z			-1				
000139	000139 000000 1002	2004-09-10T17:39:00Z			-1				
000140	000140 000000 1006	2004-09-10T17:39:00Z			-1				
000141	000141 000000 1002	2004-09-10T17:39:00Z			-1				
000142	000142 000000 1002	2004-09-10T17:39:00Z			-1				
000143	000143 000000 1002	2004-09-10T17:39:00Z			-1				
000144	000144 000000 1010	2004-09-10T17:39:00Z			-1				
000145	000145 000000 1006	2004-09-10T17:39:00Z			-1				
000146	000146 000000 1002	2004-09-10T17:39:00Z			-1				
000147	000147 000000 1002	2004-09-10T17:39:00Z			-1				
000148	000148 000000 1002	2004-09-10T17:39:00Z			-1				
000149	000149 000000 1002	2004-09-10T17:39:00Z			-1				
000150	000150 000000 1002	2004-09-10T17:39:00Z			-1				
000151	000151 000000 1002	2004-09-10T17:39:00Z			-1				
000152	000152 000000 1002	2004-09-10T17:39:00Z			-1				
000153	000153 000000 1002	2004-09-10T17:39:00Z			-1				
000154	000154 000000 1002	2004-09-10T17:39:00Z			-1				
000155	000155 000000 1006	2004-09-10T17:39:00Z			-1				
000158	000158 000000 1006	2004-09-11T17:39:00Z			-1				
000160	000160 000000 1006	2004-09-11T17:39:00Z			-1				
000161	000161 000000 1002	2004-09-11T17:39:00Z			-1				
000162	000162 000000 1002	2004-09-11T17:39:00Z			-1				
000163	000163 000000 1002	2004-09-11T17:39:00Z			-1				
000164	000164 000000 1005	2004-09-20T17:39:00Z			-1				
000165	000165 000000 1002	2004-09-22T17:39:00Z			-1				
000168	000168 000000 1062	2004-09-22T17:39:00Z			-1				
000170	000170 000000 1002	2004-09-24T17:39:00Z			-1				
000171	000171 000000 1005	2004-09-24T17:39:00Z			-1				
000172	000172 000000 1005	2004-09-24T17:39:00Z			-1				
000173	000173 000000 1005	2004-09-24T17:39:00Z			-1				
000174	000174 000000 1002	2004-09-24T17:39:00Z			-1				
000175	000175 000000 1002	2004-09-24T17:39:00Z			-1				
000176	000176 000000 1002	2004-09-24T17:39:00Z			-1				
000177	000177 000000 1006	2004-09-24T17:39:00Z			-1				
000178	000178 000000 1002	2004-09-24T17:39:00Z			-1				
000179	000179 000000 1005	2004-09-24T17:39:00Z			-1				
000180	000180 000000 1005	2004-09-24T17:39:00Z			-1				
000181	000181 000000 1005	2004-09-24T17:39:00Z			-1				
000182	000182 000000 1001	2004-09-24T17:39:00Z			-1				
000183	000183 000000 1002	2004-09-24T17:39:00Z			-1				
000184	000184 000000 1005	2004-09-24T17:39:00Z			-1				
000185	000185 000000 1002	2004-09-24T17:39:00Z			-1				
000186	000186 000000 1005	2004-09-24T17:39:00Z			-1				
000187	000187 000000 1005	2004-09-24T17:39:00Z			-1				
000188	000188 000000 1005	2004-09-24T17:39:00Z			-1				
000189	000189 000000 1005	2004-09-24T17:39:00Z			-1				
000190	000190 000000 1005	2004-09-24T17:39:00Z			-1				
000191	000191 000000 1005	2004-09-25T17:39:00Z			-1				
000192	000192 000000 1002	2004-09-25T17:39:00Z			-1				
000193	000193 000000 1005	2004-09-25T17:39:00Z			-1				
000194	000194 000000 1002	2004-09-25T17:39:00Z			-1				
000195	000195 000000 1005	2004-09-25T17:39:00Z			-1				
000196	000196 000000 1002	2004-09-29T17:39:00Z			-1				
000198	000198 000000 1002	2004-09-29T17:39:00Z			-1				
000199	000199 000000 1002	2004-09-29T17:39:00Z			-1				
000200	000200 000000 1002	2004-09-27T17:39:00Z			-1				
000201	000201 000201 1006	2004-09-29T17:39:00Z			-1				
000202	000202 000000 1005	2004-10-01T17:39:00Z			-1				
000203	000203 000000 1002	2004-10-15T17:39:00Z			-1				
000204	000204 000000 1002	2004-10-20T17:39:00Z			-1				
000205	000205 000000 1002	2004-10-22T17:39:00Z			-1				
000206	000206 000000 1005	2004-10-25T17:39:00Z			-1				
000207	000207 000000 1005	2004-10-25T17:39:00Z			-1				
000208	000208 000000 1006	2004-12-07T17:39:00Z			-1				
000209	000209 000000 1002	2004-12-07T17:39:00Z			-1				
000210	000210 000000 1006	2004-12-07T17:39:00Z			-1				
000211	000211 000000 1002	2004-12-07T17:39:00Z			-1				
000212	000212 000000 1002	2004-12-07T17:39:00Z			-1				
000213	000213 000000 1002	2004-12-15T17:39:00Z			-1				
000214	000214 000000 1002	2004-12-18T17:39:00Z			-1				
000215	000215 000000 1006	2004-12-18T17:39:00Z			-1				
000216	000216 000000 1002	2004-12-18T17:39:00Z			-1				
000217	000217 000000 1006	2005-01-19T17:39:00Z			-1				
000218	000218 000000 1002	2005-02-24T17:39:00Z			-1				
000219	000219 000000 1002	2005-05-21T17:39:00Z			-1				
000220	000220 000000 1002	2005-05-21T17:39:00Z			-1				
000222	000222 000000 1002	2006-01-03T17:39:00Z			-1				
000223	000223 000000 1006	2006-01-03T17:39:00Z			-1				
000224	000224 000000 1002	2006-01-03T17:39:00Z			-1				
000225	000225 000000 1005	2006-01-13T17:39:00Z			-1				
000226	000226 000000 1006	2006-02-07T17:39:00Z			-1				
000227	000227 000000 1002	2006-02-22T17:39:00Z			-1				
000228	000228 000000 1005	2006-02-24T17:39:00Z			-1				
000229	000229 000000 1006	2006-03-17T17:39:00Z			-1				
000230	000230 000000 1006	2006-03-17T17:39:00Z			-1				
000231	000231 000000 1002	2006-03-17T17:39:00Z			-1				
000232	000232 000000 1006	2006-04-07T17:39:00Z			-1				
000233	000233 000000 1006	2006-04-07T17:39:00Z			-1				
000234	000234 000000 1002	2006-05-09T17:39:00Z			-1				
000235	000235 000000 1002	2006-05-11T17:39:00Z			-1				
000236	000236 000000 1006	2006-05-11T17:39:00Z			-1				
000237	000237 000000 1002	2006-05-11T17:39:00Z			-1				
000238	000238 000000 1002	2006-07-10T17:39:00Z			-1				
000239	000239 000000 1002	2006-08-30T17:39:00Z			-1				
000240	000240 000000 1002	2006-09-05T17:39:00Z			-1				
000241	000241 000000 1002	2006-09-30T17:39:00Z			-1				
000242	000242 000000 1006	2006-10-11T17:39:00Z			-1				
000243	000243 000000 1006	2006-10-11T17:39:00Z			-1				
000244	000244 000000 1006	2006-10-11T17:39:00Z			-1				
000245	000245 000000 1006	2006-10-11T17:39:00Z			-1				
000246	000246 000000 1002	2006-10-26T17:39:00Z			-1				
000247	000247 000000 1002	2006-11-06T17:39:00Z			-1				
000248	000248 000000 1002	2006-11-07T17:39:00Z			-1				
000249	000249 000000 1002	2006-11-15T17:39:00Z			-1				
000250	000250 000000 1007	2006-11-26T17:39:00Z			-1				
000251	000251 000000 1008	2006-11-26T17:39:00Z			-1				
000252	000252 000000 1002	2006-11-26T17:39:00Z			-1				
000253	000253 000000 1008	2006-11-26T17:39:00Z			-1				
000254	000254 000000 1008	2006-11-26T17:39:00Z			-1				
000255	000255 000000 1005	2006-11-27T17:39:00Z			-1				
000256	000256 000000 1008	2006-11-27T17:39:00Z			-1				
000257	000257 000000 1008	2006-11-27T17:39:00Z			-1				
000258	000258 000000 1002	2006-11-27T17:39:00Z			-1				
000259	000259 000000 1002	2006-11-27T17:39:00Z			-1				
000260	000260 000000 1002	2006-11-27T17:39:00Z			-1				
000261	000261 000000 1008	2006-11-27T17:39:00Z			-1				
000262	000262 000000 1007	2006-11-30T17:39:00Z			-1				
000263	000263 000000 1007	2006-11-30T17:39:00Z			-1				
000264	000264 000000 1007	2006-11-30T17:39:00Z			-1				
000265	000265 000000 1007	2006-11-30T17:39:00Z			-1				
000266	000266 000000 1002	2006-11-30T17:39:00Z			-1				
000267	000267 000000 1007	2006-11-30T17:39:00Z			-1				
000268	000268 000000 1007	2006-11-30T17:39:00Z			-1				
000269	000269 000000 1007	2006-11-30T17:39:00Z			-1				
000270	000270 000000 1007	2006-11-30T17:39:00Z			-1				
000271	000271 000000 1007	2006-11-30T17:39:00Z			-1				
000272	000272 000000 1007	2006-11-30T17:39:00Z			-1				
000273	000273 000000 1007	2006-11-30T17:39:00Z			-1				
000274	000274 000000 1006	2006-11-30T17:39:00Z			-1				
000275	000275 000000 1002	2006-11-30T17:39:00Z			-1				
000276	000276 000000 1002	2006-11-30T17:39:00Z			-1				
000277	000277 000000 1002	2006-11-30T17:39:00Z			-1				
000278	000278 000000 1007	2006-11-30T17:39:00Z			-1				
000279	000279 000000 1002	2006-11-30T17:39:00Z			-1				
000280	000280 000000 1007	2006-12-01T17:39:00Z			-1				
000281	000281 000000 1007	2006-12-01T17:39:00Z			-1				
000282	000282 000000 1007	2006-12-01T17:39:00Z			-1				
000283	000283 000000 1007	2006-12-01T17:39:00Z			-1				
000284	000284 000000 1007	2006-12-01T17:39:00Z			-1				
000285	000285 000000 1007	2006-12-01T17:39:00Z			-1				
000286	000286 000000 1007	2006-12-01T17:39:00Z			-1				
000287	000287 000000 1002	2006-12-01T17:39:00Z			-1				
000288	000288 000000 1006	2006-12-06T17:39:00Z			-1				
000289	000289 000000 1007	2006-12-07T17:39:00Z			-1				
000290	000290 000000 1002	2006-12-11T17:39:00Z			-1				
000291	000291 000000 1006	2006-12-12T17:39:00Z			-1				
000292	000292 000000 1002	2006-12-15T17:39:00Z			-1				
000293	000293 000000 1002	2006-12-20T17:39:00Z			-1				
000294	000294 000000 1002	2006-12-20T17:39:00Z			-1				
000295	000295 000000 1002	2006-12-20T17:39:00Z			-1				
000296	000296 000000 1002	2006-12-20T17:39:00Z			-1				
000297	000297 000000 1002	2006-12-20T17:39:00Z			-1				
000298	000298 000000 1002	2006-12-20T17:39:00Z			-1				
000299	000299 000000 1002	2006-12-20T17:39:00Z			-1				
000300	000300 000000 1002	2006-08-18T17:39:00Z			-1				
000301	000301 000000 1002	2006-12-20T17:39:00Z			-1				
000302	000302 000000 1002	2006-12-20T17:39:00Z			-1				
000303	000303 000000 1006	2006-12-28T17:39:00Z			-1				
000304	000304 000000 1005	2006-12-28T17:39:00Z			-1				
000305	000305 000000 1006	2007-01-10T17:39:00Z			-1				
000306	000306 000000 1006	2007-01-10T17:39:00Z			-1				
000307	000307 000000 1006	2007-01-10T17:39:00Z			-1				
000308	000308 000000 1006	2007-01-10T17:39:00Z			-1				
000309	000309 000000 1006	2007-01-10T17:39:00Z			-1				
000310	000310 000000 1006	2007-01-10T17:39:00Z			-1				
000311	000311 000000 1002	2007-01-10T17:39:00Z			-1				
000312	000312 000000 1005	2007-01-23T17:39:00Z			-1				
000313	000313 000000 1005	2007-01-23T17:39:00Z			-1				
000314	000314 000000 1002	2007-01-23T17:39:00Z			-1				
000315	000315 000000 1005	2007-01-23T17:39:00Z			-1				
000316	000316 000000 1005	2007-01-23T17:39:00Z			-1				
000317	000317 000000 1002	2007-01-24T17:39:00Z			-1				
000318	000318 000000 1002	2007-01-24T17:39:00Z			-1				
000319	000319 000000 1002	2007-01-25T17:39:00Z			-1				
000321	000321 000000 1002	2007-02-27T17:39:00Z			-1				
000322	000322 000000 1002	2007-03-22T17:39:00Z			-1				
000323	000323 000000 1002	2007-03-22T17:39:00Z			-1				
000324	000324 000000 1002	2007-03-22T17:39:00Z			-1				
000325	000325 000000 1006	2007-03-22T17:39:00Z			-1				
000326	000326 000000 1007	2007-03-26T17:39:00Z			-1				
000327	000327 000000 1007	2007-03-26T17:39:00Z			-1				
000328	000328 000000 1007	2007-03-26T17:39:00Z			-1				
000329	000329 000000 1005	2007-04-03T17:39:00Z			-1				
000330	000330 000000 1005	2007-04-03T17:39:00Z			-1				
000331	000331 000000 1005	2007-04-03T17:39:00Z			-1				
000332	000332 000000 1002	2007-05-09T17:39:00Z			-1				
000333	000333 000000 1006	2007-05-09T17:39:00Z			-1				
000334	000334 000000 1002	2007-05-10T17:39:00Z			-1				
000335	000335 000000 1010	2007-05-11T17:39:00Z			-1				
000336	000336 000000 1005	2007-05-11T17:39:00Z			-1				
000337	000337 000000 1010	2007-05-11T17:39:00Z			-1				
000338	000338 000000 1010	2007-05-11T17:39:00Z			-1				
000339	000339 000000 1010	2007-05-11T17:39:00Z			-1				
000340	000340 000000 1010	2007-05-11T17:39:00Z			-1				
000341	000341 000000 1010	2007-05-11T17:39:00Z			-1				
000342	000342 000000 1010	2007-05-11T17:39:00Z			-1				
000343	000343 000000 1010	2007-05-11T17:39:00Z			-1				
000344	000344 000000 1002	2007-05-11T17:39:00Z			-1				
000345	000345 000000 1010	2007-05-11T17:39:00Z			-1				
000346	000346 000000 1005	2007-05-11T17:39:00Z			-1				
000347	000347 000000 1002	2007-05-11T17:39:00Z			-1				
000348	000348 000000 1010	2007-05-11T17:39:00Z			-1				
000349	000349 000000 1010	2007-05-11T17:39:00Z			-1				
000350	000350 000000 1002	2007-05-16T17:39:00Z			-1				
000351	000351 000000 1010	2007-05-16T17:39:00Z			-1				
000352	000352 000000 1010	2007-05-16T17:39:00Z			-1				
000353	000353 000000 1010	2007-05-16T17:39:00Z			-1				
000354	000354 000000 1007	2007-05-16T17:39:00Z			-1				
000355	000355 000000 1010	2007-05-16T17:39:00Z			-1				
000359	000359 000000 1002	2007-05-21T17:39:00Z			-1				
000361	000361 000000 1002	2007-05-21T17:39:00Z			-1				
000362	000362 000000 1010	2007-05-21T17:39:00Z			-1				
000363	000363 000000 1010	2007-05-21T17:39:00Z			-1				
000364	000364 000000 1010	2007-05-21T17:39:00Z			-1				
000365	000365 000000 1010	2007-05-21T17:39:00Z			-1				
000366	000366 000000 1002	2007-05-24T17:39:00Z			-1				
000367	000367 000000 1002	2007-05-26T17:39:00Z			-1				
000369	000369 000000 1002	2007-05-26T17:39:00Z			-1				
000370	000370 000000 1002	2007-05-26T17:39:00Z			-1				
000374	000374 000000 1002	2007-05-26T17:39:00Z			-1				
000377	000377 000000 1002	2007-05-28T17:39:00Z			-1				
000378	000378 000000 1005	2007-06-04T17:39:00Z			-1				
000379	000379 000000 1002	2007-06-05T17:39:00Z			-1				
000380	000380 000000 1002	2007-06-12T17:39:00Z			-1				
000381	000381 000000 1006	2007-06-14T17:39:00Z			-1				
000382	000382 000000 1006	2007-06-14T17:39:00Z			-1				
000383	000383 000000 1007	2007-06-15T17:39:00Z			-1				
000384	000384 000000 1007	2007-06-15T17:39:00Z			-1				
000385	000385 000000	2007-06-15T17:39:00Z			-1				
000386	000386 000000 1024	2007-07-09T17:39:00Z			-1				
000387	000387 000000 1002	2007-07-11T17:39:00Z			-1				
000389	000389 000000 1002	2007-07-25T17:39:00Z			-1				
000390	000390 000000 1002	2007-07-25T17:39:00Z			-1				
000395	000395 000000 1005	2007-09-17T17:39:00Z			-1				
000397	000397 000000 1002	2007-09-20T17:39:00Z			-1				
000402	000402 000000 1007	2007-09-24T17:39:00Z			-1				
000403	000403 000000 1002	2007-10-03T17:39:00Z			-1				
000404	000404 000000 1008	2007-10-17T17:39:00Z			-1				
000405	000405 000000 1002	2007-10-18T17:39:00Z			-1				
000406	000406 000000 1002	2007-10-18T17:39:00Z			-1				
000407	000407 000000 1007	2007-10-18T17:39:00Z			-1				
000408	000408 000000 1007	2007-10-18T17:39:00Z			-1				
000409	000409 000000 1005	2007-10-18T17:39:00Z			-1				
000410	000410 000000 1006	2007-10-18T17:39:00Z			-1				
000411	000411 000000 1002	2007-10-18T17:39:00Z			-1				
000412	000412 000000 1002	2007-10-23T17:39:00Z			-1				
000413	000413 000000 1002	2007-10-24T17:39:00Z			-1				
000414	000414 000000 1002	2007-10-24T17:39:00Z			-1				
000415	000415 000000 1002	2007-10-24T17:39:00Z			-1				
000416	000416 000000 1002	2007-10-26T17:39:00Z			-1				
000417	000417 000000 1002	2007-11-12T17:39:00Z			-1				
000418	000418 000000 1006	2007-11-21T17:39:00Z			-1				
000419	000419 000000 1002	2007-11-21T17:39:00Z			-1				
000420	000420 000000 1002	2007-11-23T17:39:00Z			-1				
000422	000422 000000 1002	2007-11-30T17:39:00Z			-1				
000423	000423 000000 1007	2007-12-06T17:39:00Z			-1				
000424	000424 000000 1002	2007-12-06T17:39:00Z			-1				
000426	000426 000000 1002	2007-12-10T17:39:00Z			-1				
000429	000429 000000 1002	2007-12-12T17:39:00Z			-1				
000430	000430 000000 1002	2007-12-12T17:39:00Z			-1				
000431	000431 000000 1002	2007-12-12T17:39:00Z			-1				
000432	000432 000000 1002	2007-12-12T17:39:00Z			-1				
000433	000433 000000 1006	2007-12-12T17:39:00Z			-1				
000434	000434 000000 1002	2007-12-14T17:39:00Z			-1				
000435	000435 000000 1002	2007-12-21T17:39:00Z			-1				
000436	000436 000000 1011	2007-12-21T17:39:00Z			-1				
000437	000437 000000 1002	2007-12-21T17:39:00Z			-1				
000438	000438 000000 1002	2007-12-31T17:39:00Z			-1				
000439	000439 000000 1006	2008-01-02T17:39:00Z			-1				
000440	000440 000000 1006	2008-01-02T17:39:00Z			-1				
000441	000441 000000 1002	2008-01-09T17:39:00Z			-1				
000442	000442 000000 1007	2008-01-09T17:39:00Z			-1				
000443	000443 000000 1007	2008-01-09T17:39:00Z			-1				
000444	000444 000000 1002	2008-01-14T17:39:00Z			-1				
000445	000445 000000 1006	2008-01-16T17:39:00Z			-1				
000446	000446 000000 1006	2008-01-16T17:39:00Z			-1				
000447	000447 000000 1010	2008-01-16T17:39:00Z			-1				
000448	000448 000000 1010	2008-01-16T17:39:00Z			-1				
000452	000452 000000 1002	2008-01-19T17:39:00Z			-1				
000453	000453 000000 1006	2008-01-21T17:39:00Z			-1				
000454	000454 000000 1006	2008-01-21T17:39:00Z			-1				
000455	000455 000000 1002	2008-01-21T17:39:00Z			-1				
000456	000456 000000 1002	2008-01-24T17:39:00Z			-1				
000458	000458 000000 1002	2008-01-24T17:39:00Z			-1				
000462	000462 000000 1005	2008-01-31T17:39:00Z			-1				
000463	000463 000000 1005	2008-01-31T17:39:00Z			-1				
000464	000464 000000 1005	2008-01-31T17:39:00Z			-1				
000465	000465 000000 1012	2008-03-12T17:39:00Z			-1				
000466	000466 000000 1002	2008-03-14T17:39:00Z			-1				
000467	000467 000000 1002	2008-03-22T17:39:00Z			-1				
000470	000470 000000 1002	2008-04-10T17:39:00Z			-1				
000471	000471 000000 1005	2008-04-16T17:39:00Z			-1				
000473	000473 000000 1002	2008-04-23T17:39:00Z			-1				
000475	000475 000000 1002	2008-04-25T17:39:00Z			-1				
000476	000476 000000 1005	2008-05-07T17:39:00Z			-1				
000477	000477 000000 1012	2008-05-08T17:39:00Z			-1				
000478	000478 000000 1012	2008-05-08T17:39:00Z			-1				
000479	000479 000000 1012	2008-05-08T17:39:00Z			-1				
000480	000480 000000 1012	2008-05-08T17:39:00Z			-1				
000481	000481 000000 1012	2008-05-08T17:39:00Z			-1				
000482	000482 000000 1012	2008-05-08T17:39:00Z			-1				
000483	000483 000000 1012	2008-05-08T17:39:00Z			-1				
000484	000484 000000 1012	2008-05-08T17:39:00Z			-1				
000485	000485 000000 1012	2008-05-08T17:39:00Z			-1				
000486	000486 000000 1012	2008-05-08T17:39:00Z			-1				
000487	000487 000000 1012	2008-05-08T17:39:00Z			-1				
000488	000488 000000 1062	2008-05-08T17:39:00Z			-1				
000489	000489 000000 1012	2008-05-08T17:39:00Z			-1				
000490	000490 000000 1062	2008-05-08T17:39:00Z			-1				
000491	000491 000000 1012	2008-05-09T17:39:00Z			-1				
000492	000492 000000 1012	2008-05-09T17:39:00Z			-1				
000493	000493 000000 1002	2008-05-09T17:39:00Z			-1				
000494	000494 000000 1012	2008-05-12T17:39:00Z			-1				
000495	000495 000000 1002	2008-05-13T17:39:00Z			-1				
000496	000496 000000 1012	2008-05-14T17:39:00Z			-1				
000498	000498 000000 1013	2008-12-04T17:39:00Z			-1				
000499	000499 000000 1002	2007-12-10T17:39:00Z			-1				
000500	000500 000000 1002	2007-12-10T17:39:00Z			-1				
